ID,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,City,State Of US,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1464,CA-2014-169775,8/29/2014 0:00,Second Class,RA-19945,Ryan Akin,Consumer,Miami,Florida,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.7645
1465,CA-2016-140543,6/29/2016 0:00,Second Class,Co-12640,Corey-Lock,Consumer,Florence,South Carolina,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0,19.188
1466,CA-2017-167094,10/21/2017 0:00,First Class,DK-12835,Damala Kotsonis,Corporate,Springfield,Oregon,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.184,1,0.2,1.8144
1467,CA-2017-167094,10/21/2017 0:00,First Class,DK-12835,Damala Kotsonis,Corporate,Springfield,Oregon,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,47.848
1468,CA-2017-167094,10/21/2017 0:00,First Class,DK-12835,Damala Kotsonis,Corporate,Springfield,Oregon,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,0.2,6.745
1469,CA-2017-154410,10/21/2017 0:00,First Class,MD-17860,Michael Dominguez,Corporate,Indianapolis,Indiana,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,8,0,9.0912
1470,US-2016-150567,5/17/2016 0:00,Standard Class,RP-19855,Roy Phan,Corporate,Apopka,Florida,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,0.7,-2.1648
1471,CA-2015-157959,2/3/2015 0:00,First Class,RW-19540,Rick Wilson,Corporate,Los Angeles,California,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0,41.076
1472,CA-2017-105886,12/18/2017 0:00,Standard Class,DB-13660,Duane Benoit,Consumer,Oceanside,New York,FUR-FU-10001037,Furniture,Furnishings,DAX Charcoal/Nickel-Tone Document Frame 5 x 7,18.96,2,0,8.532
1473,CA-2016-105963,11/15/2016 0:00,Standard Class,SC-20770,Stewart Carmichael,Corporate,Los Angeles,California,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,40.7499
1474,CA-2017-121503,7/3/2017 0:00,Second Class,FH-14275,Frank Hawley,Corporate,Houston,Texas,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896,7,0.2,92.4399
1475,CA-2017-121503,7/3/2017 0:00,Second Class,FH-14275,Frank Hawley,Corporate,Houston,Texas,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,0.4,49.761
1476,CA-2017-124597,4/30/2017 0:00,Standard Class,AS-10630,Ann Steele,Home Office,Boynton Beach,Florida,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704
1477,CA-2017-124597,4/30/2017 0:00,Standard Class,AS-10630,Ann Steele,Home Office,Boynton Beach,Florida,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,15.528,3,0.2,4.8525
1478,CA-2017-124597,4/30/2017 0:00,Standard Class,AS-10630,Ann Steele,Home Office,Boynton Beach,Florida,OFF-LA-10001569,Office Supplies,Labels,Avery 499,11.952,3,0.2,3.8844
1479,CA-2015-105634,11/8/2015 0:00,Standard Class,HA-14905,Helen Abelman,Consumer,Franklin,Massachusetts,OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65,5,0,3.3785
1480,CA-2015-123673,10/30/2015 0:00,Second Class,CH-12070,Cathy Hwang,Home Office,Detroit,Michigan,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,0,74.975
1481,US-2017-111423,8/17/2017 0:00,First Class,EH-13765,Edward Hooks,Corporate,Watertown,New York,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373
1482,US-2017-111423,8/17/2017 0:00,First Class,EH-13765,Edward Hooks,Corporate,Watertown,New York,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,2,0.1,97.6524
1483,CA-2015-125178,10/3/2015 0:00,Standard Class,MZ-17515,Mary Zewe,Corporate,Reading,Pennsylvania,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008,2,0.2,1.5008
1484,CA-2016-156685,7/8/2016 0:00,Second Class,SC-20230,Scot Coram,Corporate,Arlington,Texas,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955
1485,CA-2016-156685,7/8/2016 0:00,Second Class,SC-20230,Scot Coram,Corporate,Arlington,Texas,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,0.2,3.5712
1486,CA-2017-126865,12/5/2017 0:00,Second Class,NP-18325,Naresj Patel,Consumer,San Diego,California,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,3,0,41.823
1487,CA-2017-102834,3/9/2017 0:00,Standard Class,LW-16990,Lindsay Williams,Corporate,San Francisco,California,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,0,69.993
1488,US-2016-139710,6/9/2016 0:00,Standard Class,GM-14680,Greg Matthias,Consumer,Los Angeles,California,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665
1489,US-2017-101539,3/16/2017 0:00,Second Class,VM-21685,Valerie Mitchum,Home Office,Seattle,Washington,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,6.48,1,0,3.1104
1490,US-2017-101539,3/16/2017 0:00,Second Class,VM-21685,Valerie Mitchum,Home Office,Seattle,Washington,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,0,1.8604
1491,US-2017-101539,3/16/2017 0:00,Second Class,VM-21685,Valerie Mitchum,Home Office,Seattle,Washington,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,0.2,49.4982
1492,CA-2016-152121,11/27/2016 0:00,Second Class,CC-12670,Craig Carreira,Consumer,Scottsdale,Arizona,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992,1,0.2,23.7993
1493,CA-2017-161200,8/6/2017 0:00,Second Class,SV-20365,Seth Vernon,Consumer,Lafayette,Louisiana,FUR-BO-10000468,Furniture,Bookcases,OSullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0,23.3184
1494,CA-2017-161200,8/6/2017 0:00,Second Class,SV-20365,Seth Vernon,Consumer,Lafayette,Louisiana,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,0,7.392
1495,CA-2017-101245,11/27/2017 0:00,Standard Class,LW-16990,Lindsay Williams,Corporate,San Francisco,California,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,244.55,5,0,114.9385
1496,CA-2015-141768,5/25/2015 0:00,Second Class,NP-18685,Nora Pelletier,Home Office,San Francisco,California,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0,4.8609
1497,CA-2016-112109,7/8/2016 0:00,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312
1498,CA-2016-112109,7/8/2016 0:00,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,0.7,-6.1152
1499,CA-2016-112109,7/8/2016 0:00,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574
1500,CA-2017-144064,8/29/2017 0:00,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4,0.2,17.76
1501,CA-2017-144064,8/29/2017 0:00,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401
1502,CA-2017-144064,8/29/2017 0:00,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,9,0.8,-5.184
1503,CA-2016-108581,6/20/2016 0:00,Standard Class,EA-14035,Erin Ashbrook,Corporate,Carrollton,Texas,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,0.2,26.3912
1504,CA-2016-108581,6/20/2016 0:00,Standard Class,EA-14035,Erin Ashbrook,Corporate,Carrollton,Texas,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,0.2,3.6288
1505,CA-2017-157987,9/2/2017 0:00,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,2,0,6.468
1506,CA-2017-157987,9/2/2017 0:00,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0,3.462
1507,CA-2017-157987,9/2/2017 0:00,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,0,3.7642
1508,CA-2017-157987,9/2/2017 0:00,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,OFF-BI-10004970,Office Supplies,Binders,ACCOHIDE 3-Ring Binder Blue 1,26.432,8,0.2,8.9208
1509,CA-2017-157987,9/2/2017 0:00,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3,0,57.4113
1510,CA-2017-157987,9/2/2017 0:00,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0,9.072
1511,CA-2017-157987,9/2/2017 0:00,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0,2.214
1512,CA-2017-157987,9/2/2017 0:00,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0,40.3128
1513,CA-2017-157987,9/2/2017 0:00,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12,4,0,7.704
1514,CA-2017-110905,9/10/2017 0:00,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,16.2,3,0,7.776
1515,CA-2017-110905,9/10/2017 0:00,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,5,0,53.433
1516,CA-2017-110905,9/10/2017 0:00,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8,6,0,6.768
1517,CA-2017-110905,9/10/2017 0:00,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,24.9,5,0,11.703
1518,CA-2017-110905,9/10/2017 0:00,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3,0,17.1774
1519,CA-2017-110905,9/10/2017 0:00,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2,0,7.254
1520,CA-2017-165841,12/21/2017 0:00,Standard Class,DB-13210,Dean Braden,Consumer,Paterson,New Jersey,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97,3,0,78.9516
1521,CA-2017-165841,12/21/2017 0:00,Standard Class,DB-13210,Dean Braden,Consumer,Paterson,New Jersey,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,0,79.8912
1522,CA-2017-140242,5/6/2017 0:00,Standard Class,ML-17755,Max Ludwig,Home Office,Chicago,Illinois,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,3,0.2,0.6408
1523,CA-2014-148950,12/14/2014 0:00,Standard Class,JD-16015,Joy Daniels,Consumer,Chicago,Illinois,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,0.2,0.4706
1524,CA-2014-148950,12/14/2014 0:00,Standard Class,JD-16015,Joy Daniels,Consumer,Chicago,Illinois,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016,3,0.2,-2.1885
1525,CA-2014-110408,10/18/2014 0:00,Second Class,AS-10225,Alan Schoenberger,Corporate,Montgomery,Alabama,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,5,0,362.687
1526,CA-2014-110408,10/18/2014 0:00,Second Class,AS-10225,Alan Schoenberger,Corporate,Montgomery,Alabama,FUR-CH-10003774,Furniture,Chairs,Global Wood Trimmed Managers Task Chair Khaki,545.88,6,0,70.9644
1527,CA-2015-109939,5/8/2015 0:00,Standard Class,AA-10375,Allen Armold,Consumer,Salem,Oregon,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,2,0.2,0.5904
1528,CA-2016-112669,4/14/2016 0:00,Same Day,KT-16465,Kean Takahito,Consumer,Glendale,Arizona,OFF-ST-10001228,Office Supplies,Storage,Fellowes Personal Hanging Folder Files Navy,42.976,4,0.2,4.2976
1529,CA-2015-119592,12/14/2015 0:00,Second Class,MM-18280,Muhammed MacIntyre,Corporate,Columbus,Georgia,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76,2,0,1.8048
1530,CA-2014-122749,12/3/2014 0:00,Standard Class,NG-18430,Nathan Gelder,Consumer,Oklahoma City,Oklahoma,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,4,0,134.3888
1531,CA-2014-164721,11/25/2014 0:00,Second Class,LW-16825,Laurel Workman,Corporate,Brentwood,California,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,0,93.0552
1532,CA-2014-164721,11/25/2014 0:00,Second Class,LW-16825,Laurel Workman,Corporate,Brentwood,California,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,23.88,3,0,10.5072
1533,CA-2016-147417,7/25/2016 0:00,First Class,CB-12415,Christy Brittain,Consumer,Columbus,Ohio,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,4,0.4,191.9968
1534,CA-2015-127509,11/9/2015 0:00,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,17.22,3,0,7.9212
1535,CA-2015-127509,11/9/2015 0:00,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,OFF-EN-10000781,Office Supplies,Envelopes,#10- 4 1/8 x 9 1/2 Recycled Envelopes,26.22,3,0,12.3234
1536,CA-2015-127509,11/9/2015 0:00,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3,0,8.4966
1537,CA-2017-111374,2/24/2017 0:00,Standard Class,CB-12415,Christy Brittain,Consumer,Philadelphia,Pennsylvania,OFF-BI-10004970,Office Supplies,Binders,ACCOHIDE 3-Ring Binder Blue 1,4.956,4,0.7,-3.7996
1538,CA-2017-133648,6/25/2017 0:00,Standard Class,ML-17755,Max Ludwig,Home Office,Springfield,Oregon,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04,6,0.2,26.64
1539,CA-2017-133648,6/25/2017 0:00,Standard Class,ML-17755,Max Ludwig,Home Office,Springfield,Oregon,OFF-AR-10002257,Office Supplies,Art,Eldon Spacemaker Box Quick-Snap Lid Clear,5.344,2,0.2,0.7348
1540,CA-2017-133648,6/25/2017 0:00,Standard Class,ML-17755,Max Ludwig,Home Office,Springfield,Oregon,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304,3,0.2,-2.1195
1541,US-2017-147221,12/2/2017 0:00,Second Class,JS-16030,Joy Smith,Consumer,Houston,Texas,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,5,0.8,-766.012
1542,US-2017-147221,12/2/2017 0:00,Second Class,JS-16030,Joy Smith,Consumer,Houston,Texas,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,0.6,-3.7196
1543,CA-2014-131905,2/6/2014 0:00,First Class,ND-18460,Neil Ducich,Corporate,Chesapeake,Virginia,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15,4,0,7.2
1544,CA-2014-131905,2/6/2014 0:00,First Class,ND-18460,Neil Ducich,Corporate,Chesapeake,Virginia,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,1,0,42.0186
1545,CA-2014-131905,2/6/2014 0:00,First Class,ND-18460,Neil Ducich,Corporate,Chesapeake,Virginia,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,5,0,42.0355
1546,CA-2017-166128,4/11/2017 0:00,Standard Class,LW-17215,Luke Weiss,Consumer,Pasadena,California,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,0,21.9945
1547,CA-2017-163510,12/25/2017 0:00,Second Class,JW-15955,Joni Wasserman,Consumer,Louisville,Kentucky,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0,9.594
1548,CA-2017-163510,12/25/2017 0:00,Second Class,JW-15955,Joni Wasserman,Consumer,Louisville,Kentucky,FUR-CH-10001146,Furniture,Chairs,Global Value Mid-Back Managers Chair Gray,304.45,5,0,76.1125
1549,CA-2014-111150,12/31/2014 0:00,Standard Class,RW-19630,Rob Williams,Corporate,Columbia,Missouri,OFF-AR-10000034,Office Supplies,Art,BIC Brite Liner Grip Highlighters Assorted 5/Pack,29.68,7,0,11.5752
1550,CA-2014-111150,12/31/2014 0:00,Standard Class,RW-19630,Rob Williams,Corporate,Columbia,Missouri,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,7,0,16.1602
1551,CA-2017-165386,8/3/2017 0:00,First Class,CM-12190,Charlotte Melton,Consumer,Chicago,Illinois,FUR-BO-10003034,Furniture,Bookcases,OSullivan Elevations Bookcase Cherry Finish,183.372,2,0.3,-36.6744
1552,CA-2014-116407,11/15/2014 0:00,Standard Class,JF-15190,Jamie Frazer,Consumer,Johnson City,Tennessee,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224,3,0.2,0.4752
1553,CA-2014-116407,11/15/2014 0:00,Standard Class,JF-15190,Jamie Frazer,Consumer,Johnson City,Tennessee,OFF-AP-10002118,Office Supplies,Appliances,1.7 Cubic Foot Compact Cube Office Refrigerators,333.056,2,0.2,29.1424
1554,CA-2014-116407,11/15/2014 0:00,Standard Class,JF-15190,Jamie Frazer,Consumer,Johnson City,Tennessee,OFF-PA-10002137,Office Supplies,Paper,Southworth 100% Résumé Paper 24lb.,24.896,4,0.2,7.78
1555,CA-2016-145905,9/18/2016 0:00,Standard Class,AM-10705,Anne McFarland,Consumer,Auburn,Alabama,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0,6.0168
1556,CA-2016-145905,9/18/2016 0:00,Standard Class,AM-10705,Anne McFarland,Consumer,Auburn,Alabama,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0,117.0104
1557,CA-2015-113110,3/19/2015 0:00,Standard Class,BK-11260,Berenike Kampe,Consumer,San Bernardino,California,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568,2,0.2,6.3684
1558,CA-2015-113110,3/19/2015 0:00,Standard Class,BK-11260,Berenike Kampe,Consumer,San Bernardino,California,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4,0,8.6736
1559,CA-2016-168354,9/19/2016 0:00,First Class,RH-19510,Rick Huthwaite,Home Office,Providence,Rhode Island,OFF-ST-10001490,Office Supplies,Storage,Hot File 7-Pocket Floor Stand,1606.23,9,0,481.869
1560,CA-2016-168354,9/19/2016 0:00,First Class,RH-19510,Rick Huthwaite,Home Office,Providence,Rhode Island,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,49.53,3,0,23.7744
1561,CA-2016-168354,9/19/2016 0:00,First Class,RH-19510,Rick Huthwaite,Home Office,Providence,Rhode Island,FUR-CH-10004675,Furniture,Chairs,Lifetime Advantage Folding Chairs 4/Carton,872.32,4,0,244.2496
1562,US-2017-111241,8/20/2017 0:00,Second Class,GM-14500,Gene McClure,Consumer,Fresno,California,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5,0.2,77.714
1563,CA-2016-113516,9/8/2016 0:00,Second Class,VM-21685,Valerie Mitchum,Home Office,Lancaster,California,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,0.2,23.4976
1564,CA-2015-117961,11/26/2015 0:00,Standard Class,GP-14740,Guy Phonely,Corporate,Leominster,Massachusetts,OFF-ST-10001172,Office Supplies,Storage,Tennsco Lockers Sand,104.9,5,0,25.176
1565,CA-2015-117961,11/26/2015 0:00,Standard Class,GP-14740,Guy Phonely,Corporate,Leominster,Massachusetts,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,61.04,4,0,30.52
1566,CA-2015-117961,11/26/2015 0:00,Standard Class,GP-14740,Guy Phonely,Corporate,Leominster,Massachusetts,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,10.95,3,0,5.1465
1567,CA-2016-128923,12/9/2016 0:00,Standard Class,GB-14530,George Bell,Corporate,Fort Worth,Texas,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,2,0.2,3.2872
1568,CA-2017-162481,9/25/2017 0:00,Standard Class,CT-11995,Carol Triggs,Consumer,Rochester,Minnesota,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,8.26,2,0,3.8822
1569,CA-2017-162481,9/25/2017 0:00,Standard Class,CT-11995,Carol Triggs,Consumer,Rochester,Minnesota,FUR-CH-10003061,Furniture,Chairs,Global Leather Task Chair Black,269.97,3,0,51.2943
1570,CA-2015-119214,1/23/2015 0:00,Standard Class,CW-11905,Carl Weiss,Home Office,Bozeman,Montana,OFF-PA-10002893,Office Supplies,Paper,Wirebound Service Call Books 5 1/2 x 4,29.04,3,0,13.9392
1571,CA-2015-119214,1/23/2015 0:00,Standard Class,CW-11905,Carl Weiss,Home Office,Bozeman,Montana,OFF-LA-10003077,Office Supplies,Labels,Avery 500,14.62,2,0,6.8714
1572,CA-2015-122287,6/18/2015 0:00,Standard Class,SN-20560,Skye Norling,Home Office,Peoria,Arizona,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,11.952,3,0.2,4.3326
1573,CA-2015-122287,6/18/2015 0:00,Standard Class,SN-20560,Skye Norling,Home Office,Peoria,Arizona,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,4.536,7,0.7,-3.3264
1574,CA-2015-122287,6/18/2015 0:00,Standard Class,SN-20560,Skye Norling,Home Office,Peoria,Arizona,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,2,0.7,-6.104
1575,CA-2015-122287,6/18/2015 0:00,Standard Class,SN-20560,Skye Norling,Home Office,Peoria,Arizona,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,75.36,5,0.2,20.724
1576,CA-2015-104493,10/2/2015 0:00,Standard Class,EB-13705,Ed Braxton,Corporate,San Diego,California,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,57.504,6,0.2,20.1264
1577,US-2017-158946,11/18/2017 0:00,Standard Class,JW-15220,Jane Waco,Corporate,Lakewood,Ohio,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,38.864,7,0.2,7.7728
1578,CA-2014-129168,8/17/2014 0:00,Standard Class,KB-16585,Ken Black,Corporate,Houston,Texas,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.552,3,0.2,5.4432
1579,CA-2016-131835,7/17/2016 0:00,Standard Class,MC-17590,Matt Collister,Corporate,Perth Amboy,New Jersey,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,597,3,0,280.59
1580,CA-2015-142237,7/11/2015 0:00,First Class,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,3,0.7,-2.0016
1581,CA-2015-142237,7/11/2015 0:00,First Class,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,6.48,4,0.7,-4.752
1582,CA-2015-142237,7/11/2015 0:00,First Class,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,341.488,8,0.3,-73.176
1583,CA-2015-142237,7/11/2015 0:00,First Class,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,OFF-AR-10003732,Office Supplies,Art,Newell 333,11.12,5,0.2,0.834
1584,CA-2015-142237,7/11/2015 0:00,First Class,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,FUR-FU-10003142,Furniture,Furnishings,Master Big Foot Doorstop Beige,25.344,6,0.2,3.4848
1585,CA-2016-136434,12/1/2016 0:00,Standard Class,RD-19480,Rick Duston,Consumer,Richmond,Indiana,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,0,5.193
1586,CA-2017-120376,12/22/2017 0:00,First Class,TP-21130,Theone Pippenger,Consumer,Detroit,Michigan,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95,5,0,63.984
1587,CA-2017-120376,12/22/2017 0:00,First Class,TP-21130,Theone Pippenger,Consumer,Detroit,Michigan,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.69,7,0,412.5394
1588,CA-2017-120376,12/22/2017 0:00,First Class,TP-21130,Theone Pippenger,Consumer,Detroit,Michigan,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,84.99,1,0,30.5964
1589,CA-2017-120376,12/22/2017 0:00,First Class,TP-21130,Theone Pippenger,Consumer,Detroit,Michigan,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0,70.006
1590,CA-2014-106439,10/31/2014 0:00,Standard Class,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34,3,0,5.2164
1591,CA-2014-106439,10/31/2014 0:00,Standard Class,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,64.74,13,0,30.4278
